Time,Reltime,Treflect
16:26:00,0,21.96878
16:26:00,0.1,21.95779
16:26:00,0.2,21.94848
16:26:00,0.3,21.91967
16:26:00,0.4,21.91232
16:26:00,0.5,21.91938
16:26:00,0.6,21.93158
16:26:00,0.7,21.95517
16:26:00,0.8,22.01207
16:26:00,0.9,22.02832
16:26:01,1,22.07147
16:26:01,1.1,22.0355
16:26:01,1.2,22.00862
16:26:01,1.3,22.01972
16:26:01,1.4,22.00104
16:26:01,1.5,21.95999
16:26:01,1.6,22.00637
16:26:01,1.7,22.01153
16:26:01,1.8,22.01406
16:26:01,1.9,21.97917
16:26:02,2,22.01143
16:26:02,2.1,22.04641
16:26:02,2.2,22.02722
16:26:02,2.3,22.02164
16:26:02,2.4,21.98542
16:26:02,2.5,22.01082
16:26:02,2.6,22.04688
16:26:02,2.7,22.08495
16:26:02,2.8,22.03133
16:26:02,2.9,22.01648
16:26:03,3,21.98338
16:26:03,3.1,21.9922
16:26:03,3.2,21.96613
16:26:03,3.3,22.00891
16:26:03,3.4,21.99073
16:26:03,3.5,22.01704
16:26:03,3.6,22.01419
16:26:03,3.7,22.03391
16:26:03,3.8,22.01331
16:26:03,3.9,21.99917
16:26:04,4,22.01504
16:26:04,4.1,22.01097
16:26:04,4.2,22.03162
16:26:04,4.3,22.02882
16:26:04,4.4,22.02914
16:26:04,4.5,22.01682
16:26:04,4.6,22.02256
16:26:04,4.7,22.08514
16:26:04,4.8,22.09677
16:26:04,4.9,22.04084
16:26:05,5,22.03328
16:26:05,5.1,22.13206
16:26:05,5.2,22.0793
16:26:05,5.3,22.111
16:26:05,5.4,22.10785
16:26:05,5.5,22.10546
16:26:05,5.6,22.12314
16:26:05,5.7,22.09927
16:26:05,5.8,22.1059
16:26:05,5.9,22.1138
16:26:06,6,22.13893
16:26:06,6.1,22.13057
16:26:06,6.2,22.1366
16:26:06,6.3,22.16817
16:26:06,6.4,22.18469
16:26:06,6.5,22.19026
16:26:06,6.6,22.19724
16:26:06,6.7,22.178
16:26:06,6.8,22.21095
16:26:06,6.9,22.20373
16:26:07,7,22.17409
16:26:07,7.1,22.16873
16:26:07,7.2,22.18261
16:26:07,7.3,22.16603
16:26:07,7.4,22.16527
16:26:07,7.5,22.21747
16:26:07,7.6,22.17673
16:26:07,7.7,22.17636
16:26:07,7.8,22.19286
16:26:07,7.9,22.19064
16:26:08,8,22.20593
16:26:08,8.1,22.20823
16:26:08,8.2,22.19618
16:26:08,8.3,22.15519
16:26:08,8.4,22.15568
16:26:08,8.5,22.13852
16:26:08,8.6,22.13835
16:26:08,8.7,22.1906
16:26:08,8.8,22.1925
16:26:08,8.9,22.15182
16:26:09,9,22.17478
16:26:09,9.1,22.1807
16:26:09,9.2,22.14527
16:26:09,9.3,22.14641
16:26:09,9.4,22.17236
16:26:09,9.5,22.14402
16:26:09,9.6,22.14564
16:26:09,9.7,22.13632
16:26:09,9.8,22.15395
16:26:09,9.9,22.14638
16:26:10,10,22.2184
16:26:10,10.1,22.17533
16:26:10,10.2,22.22742
16:26:10,10.3,22.17202
16:26:10,10.4,22.1623
16:26:10,10.5,22.1864
16:26:10,10.6,22.22709
16:26:10,10.7,22.2219
16:26:10,10.8,22.20879
16:26:10,10.9,22.21158
16:26:11,11,22.19126
16:26:11,11.1,22.17807
16:26:11,11.2,22.18124
16:26:11,11.3,22.19744
16:26:11,11.4,22.18162
16:26:11,11.5,22.22641
16:26:11,11.6,22.22545
16:26:11,11.7,22.19949
16:26:11,11.8,22.15418
16:26:11,11.9,22.13668
16:26:12,12,22.16143
16:26:12,12.1,22.17056
16:26:12,12.2,22.20603
16:26:12,12.3,22.18526
16:26:12,12.4,22.20935
16:26:12,12.5,22.23452
16:26:12,12.6,22.15264
16:26:12,12.7,22.14976
16:26:12,12.8,22.2046
16:26:12,12.9,22.16679
16:26:13,13,22.22425
16:26:13,13.1,22.20558
16:26:13,13.2,22.23955
16:26:13,13.3,22.25119
16:26:13,13.4,22.24707
16:26:13,13.5,22.19832
16:26:13,13.6,22.17664
16:26:13,13.7,22.18979
16:26:13,13.8,22.17645
16:26:13,13.9,22.17245
16:26:14,14,22.17646
16:26:14,14.1,22.1752
16:26:14,14.2,22.23806
16:26:14,14.3,22.20474
16:26:14,14.4,22.17823
16:26:14,14.5,22.1665
16:26:14,14.6,22.18155
16:26:14,14.7,22.19763
16:26:14,14.8,22.16626
16:26:14,14.9,22.14152
16:26:15,15,22.15072
16:26:15,15.1,22.15036
16:26:15,15.2,22.13758
16:26:15,15.3,22.14736
16:26:15,15.4,22.18504
16:26:15,15.5,22.18092
16:26:15,15.6,22.20681
16:26:15,15.7,22.21066
16:26:15,15.8,22.17173
16:26:15,15.9,22.17447
16:26:16,16,22.18657
16:26:16,16.1,22.18085
16:26:16,16.2,22.16793
16:26:16,16.3,22.16565
16:26:16,16.4,22.13007
16:26:16,16.5,22.12528
16:26:16,16.6,22.17215
16:26:16,16.7,22.14131
16:26:16,16.8,22.168
16:26:16,16.9,22.18593
16:26:17,17,22.19137
16:26:17,17.1,22.19062
16:26:17,17.2,22.19079
16:26:17,17.3,22.22921
16:26:17,17.4,22.17653
16:26:17,17.5,22.16601
16:26:17,17.6,22.1818
16:26:17,17.7,22.20471
16:26:17,17.8,22.21862
16:26:17,17.9,22.18938
16:26:18,18,22.21996
16:26:18,18.1,22.1736
16:26:18,18.2,22.17728
16:26:18,18.3,22.19817
16:26:18,18.4,22.22036
16:26:18,18.5,22.19184
16:26:18,18.6,22.20552
16:26:18,18.7,22.22456
16:26:18,18.8,22.24236
16:26:18,18.9,22.23648
16:26:19,19,22.22451
16:26:19,19.1,22.23535
16:26:19,19.2,22.26965
16:26:19,19.3,22.24552
16:26:19,19.4,22.26842
16:26:19,19.5,22.28177
16:26:19,19.6,22.27792
16:26:19,19.7,22.23095
16:26:19,19.8,22.26523
16:26:19,19.9,22.26555
16:26:20,20,22.32164
16:26:20,20.1,22.30772
16:26:20,20.2,22.26024
16:26:20,20.3,22.255
16:26:20,20.4,22.27167
16:26:20,20.5,22.25234
16:26:20,20.6,22.32489
16:26:20,20.7,22.29465
16:26:20,20.8,22.30971
16:26:20,20.9,22.29155
16:26:21,21,22.29502
16:26:21,21.1,22.30455
16:26:21,21.2,22.2864
16:26:21,21.3,22.26917
16:26:21,21.4,22.29037
16:26:21,21.5,22.24813
16:26:21,21.6,22.30539
16:26:21,21.7,22.26354
16:26:21,21.8,22.28036
16:26:21,21.9,22.23431
16:26:22,22,22.29469
16:26:22,22.1,22.23453
16:26:22,22.2,22.30494
16:26:22,22.3,22.27516
