Time,Reltime,Treflect
10:22:00,0,22.92699
10:22:00,0.1,22.94567
10:22:00,0.2,22.96495
10:22:00,0.3,22.98036
10:22:00,0.4,22.94793
10:22:00,0.5,22.96432
10:22:00,0.6,22.94904
10:22:00,0.7,22.96805
10:22:00,0.8,22.97151
10:22:00,0.9,23.02554
10:22:01,1,23.0112
10:22:01,1.1,23.04053
10:22:01,1.2,23.005
10:22:01,1.3,22.996
10:22:01,1.4,22.9835
10:22:01,1.5,22.97627
10:22:01,1.6,22.99513
10:22:01,1.7,22.99513
10:22:01,1.8,22.99513
10:22:01,1.9,22.99513
10:22:02,2,22.99513
10:22:02,2.1,22.99513
10:22:02,2.2,22.99513
10:22:02,2.3,22.99513
10:22:02,2.4,22.99513
10:22:02,2.5,22.99513
10:22:02,2.6,22.99513
10:22:02,2.7,22.99513
10:22:02,2.8,22.99513
10:22:02,2.9,23.03457
10:22:03,3,23.04799
10:22:03,3.1,23.04766
10:22:03,3.2,23.04661
10:22:03,3.3,23.05478
10:22:03,3.4,23.06132
10:22:03,3.5,23.06134
10:22:03,3.6,23.11645
10:22:03,3.7,23.09679
10:22:03,3.8,23.082
10:22:03,3.9,23.04736
10:22:04,4,23.07947
10:22:04,4.1,23.07155
10:22:04,4.2,23.04709
10:22:04,4.3,23.04482
10:22:04,4.4,23.083
10:22:04,4.5,23.10433
10:22:04,4.6,23.17332
10:22:04,4.7,23.12354
10:22:04,4.8,23.12006
10:22:04,4.9,23.07712
10:22:05,5,23.07269
10:22:05,5.1,23.0396
10:22:05,5.2,23.04807
10:22:05,5.3,23.12052
10:22:05,5.4,23.10437
10:22:05,5.5,23.10751
10:22:05,5.6,23.09035
10:22:05,5.7,23.09935
10:22:05,5.8,23.06195
10:22:05,5.9,23.12127
10:22:06,6,23.09237
10:22:06,6.1,23.07636
10:22:06,6.2,23.06533
10:22:06,6.3,23.06668
10:22:06,6.4,23.06968
10:22:06,6.5,23.11915
10:22:06,6.6,23.11361
10:22:06,6.7,23.12035
10:22:06,6.8,23.12011
10:22:06,6.9,23.13436
10:22:07,7,23.11315
10:22:07,7.1,23.11424
10:22:07,7.2,23.10648
10:22:07,7.3,23.10851
10:22:07,7.4,23.08137
10:22:07,7.5,23.09639
10:22:07,7.6,23.08321
10:22:07,7.7,23.09789
10:22:07,7.8,23.08324
10:22:07,7.9,23.06392
10:22:08,8,23.12388
10:22:08,8.1,23.08171
10:22:08,8.2,23.10536
10:22:08,8.3,23.08842
10:22:08,8.4,23.10427
10:22:08,8.5,23.09524
10:22:08,8.6,23.0863
10:22:08,8.7,23.11
10:22:08,8.8,23.12808
10:22:08,8.9,23.12446
10:22:09,9,23.09044
10:22:09,9.1,23.1236
10:22:09,9.2,23.09758
10:22:09,9.3,23.12074
10:22:09,9.4,23.18301
10:22:09,9.5,23.17945
10:22:09,9.6,23.12293
10:22:09,9.7,23.1421
10:22:09,9.8,23.14241
10:22:09,9.9,23.14018
10:22:10,10,23.16844
10:22:10,10.1,23.23326
10:22:10,10.2,23.15708
10:22:10,10.3,23.11813
10:22:10,10.4,23.11624
10:22:10,10.5,23.11154
10:22:10,10.6,23.16073
10:22:10,10.7,23.17588
10:22:10,10.8,23.13619
10:22:10,10.9,23.13968
10:22:11,11,23.10934
10:22:11,11.1,23.16293
10:22:11,11.2,23.15491
10:22:11,11.3,23.11969
10:22:11,11.4,23.11961
10:22:11,11.5,23.11001
10:22:11,11.6,23.08372
10:22:11,11.7,23.11964
10:22:11,11.8,23.12951
10:22:11,11.9,23.10562
10:22:12,12,23.085
10:22:12,12.1,23.12298
10:22:12,12.2,23.0946
10:22:12,12.3,23.18085
10:22:12,12.4,23.14895
10:22:12,12.5,23.19096
10:22:12,12.6,23.15072
10:22:12,12.7,23.18924
10:22:12,12.8,23.1499
10:22:12,12.9,23.20282
10:22:13,13,23.1702
10:22:13,13.1,23.1927
10:22:13,13.2,23.20258
10:22:13,13.3,23.20844
10:22:13,13.4,23.18355
10:22:13,13.5,23.18574
10:22:13,13.6,23.18612
10:22:13,13.7,23.18847
10:22:13,13.8,23.15112
10:22:13,13.9,23.16642
10:22:14,14,23.12932
10:22:14,14.1,23.15757
10:22:14,14.2,23.16004
10:22:14,14.3,23.15914
10:22:14,14.4,23.16921
10:22:14,14.5,23.21546
10:22:14,14.6,23.20989
10:22:14,14.7,23.22725
10:22:14,14.8,23.2136
10:22:14,14.9,23.19399
10:22:15,15,23.19981
10:22:15,15.1,23.21043
10:22:15,15.2,23.20891
10:22:15,15.3,23.16474
10:22:15,15.4,23.15365
10:22:15,15.5,23.21539
10:22:15,15.6,23.16779
10:22:15,15.7,23.19213
10:22:15,15.8,23.18733
10:22:15,15.9,23.15733
10:22:16,16,23.16532
10:22:16,16.1,23.15237
10:22:16,16.2,23.15343
10:22:16,16.3,23.21759
10:22:16,16.4,23.20722
10:22:16,16.5,23.24645
10:22:16,16.6,23.23113
10:22:16,16.7,23.2034
10:22:16,16.8,23.22091
10:22:16,16.9,23.20476
10:22:17,17,23.20249
10:22:17,17.1,23.18837
10:22:17,17.2,23.20226
10:22:17,17.3,23.20423
10:22:17,17.4,23.25485
10:22:17,17.5,23.25208
10:22:17,17.6,23.26056
10:22:17,17.7,23.22048
10:22:17,17.8,23.22505
10:22:17,17.9,23.24742
10:22:18,18,23.27054
10:22:18,18.1,23.25925
10:22:18,18.2,23.25716
10:22:18,18.3,23.25683
10:22:18,18.4,23.25192
10:22:18,18.5,23.24035
10:22:18,18.6,23.29607
10:22:18,18.7,23.23054
10:22:18,18.8,23.25795
10:22:18,18.9,23.25542
10:22:19,19,23.23978
10:22:19,19.1,23.24315
10:22:19,19.2,23.24132
